"UF","id","Name","Ps","Pi","Pr","Pt","Lon","Lat"
"SP","3525102","Jardinópolis","42356","2","0","42358","-47.764","-21.018"
"SP","3525201","Jarinu","28012","0","0","28012","-46.728","-23.101"
"SP","3525300","Jaú","144827","1","0","144828","-48.558","-22.296"
"SP","3525409","Jeriquara","3209","0","0","3209","-47.589","-20.311"
"SP","3525508","Joanópolis","12836","1","0","12837","-46.276","-22.93"
"SP","3525607","João Ramalho","4442","0","0","4442","-50.768","-22.25"
"SP","3525706","José Bonifácio","35870","2","0","35872","-49.688","-21.053"
"SP","3525805","Júlio Mesquita","4710","0","0","4710","-49.787","-22.009"
"SP","3525854","Jumirim","3190","0","0","3190","-47.784","-23.087"
"SP","3525904","Jundiaí","405726","14","0","405740","-46.884","-23.186"
"SP","3526001","Junqueirópolis","20211","0","0","20211","-51.434","-21.515"
"SP","3526100","Juquiá","19274","0","0","19274","-47.635","-24.321"
"SP","3526209","Juquitiba","30837","0","0","30837","-47.068","-23.932"
"SP","3526308","Lagoinha","4949","0","0","4949","-45.19","-23.091"
"SP","3526407","Laranjal Paulista","27638","2","0","27640","-47.837","-23.05"
"SP","3526506","Lavínia","10876","0","0","10876","-51.04","-21.168"
"SP","3526605","Lavrinhas","7102","0","0","7102","-44.902","-22.571"
"SP","3526704","Leme","100295","1","0","100296","-47.39","-22.186"
"SP","3526803","Lençóis Paulista","66661","3","0","66664","-48.8","-22.599"
"SP","3526902","Limeira","298695","6","0","298701","-47.402","-22.565"
"SP","3527009","Lindóia","7591","0","0","7591","-46.65","-22.523"
"SP","3527108","Lins","76561","1","0","76562","-49.743","-21.679"
"SP","3527207","Lorena","87584","0","0","87584","-45.125","-22.731"
"SP","3527256","Lourdes","2260","0","0","2260","-50.224","-20.967"
"SP","3527306","Louveira","44903","1","0","44904","-46.951","-23.086"
"SP","3527405","Lucélia","21330","0","0","21330","-51.019","-21.72"
"SP","3527504","Lucianópolis","2372","0","0","2372","-49.523","-22.431"
"SP","3527603","Luís Antônio","13703","0","0","13703","-47.704","-21.555"
"SP","3527702","Luiziânia","5573","0","0","5573","-50.327","-21.676"
"SP","3527801","Lupércio","4561","0","0","4561","-49.817","-22.415"
"SP","3527900","Lutécia","2717","0","0","2717","-50.392","-22.34"
"SP","3528007","Macatuba","17062","1","0","17063","-48.711","-22.502"
"SP","3528106","Macaubal","8060","0","0","8060","-49.964","-20.806"
"SP","3528205","Macedônia","3741","0","0","3741","-50.194","-20.146"
"SP","3528304","Magda","3200","0","0","3200","-50.226","-20.644"
"SP","3528403","Mairinque","46293","1","0","46294","-47.183","-23.546"
"SP","3528502","Mairiporã","93974","7","0","93981","-46.587","-23.319"
"SP","3528601","Manduri","9653","0","0","9653","-49.322","-23.003"
"SP","3528700","Marabá Paulista","5524","0","0","5524","-51.963","-22.108"
"SP","3528809","Maracaí","13948","0","0","13948","-50.667","-22.611"
"SP","3528858","Marapoama","2917","0","0","2917","-49.129","-21.259"
"SP","3528908","Mariápolis","4079","0","0","4079","-51.181","-21.799"
"SP","3529005","Marília","233635","4","0","233639","-49.946","-22.214"
"SP","3529104","Marinópolis","2145","0","0","2145","-50.823","-20.441"
"SP","3529203","Martinópolis","25966","0","0","25966","-51.171","-22.146"
"SP","3529302","Matão","81875","3","0","81878","-48.366","-21.603"
"SP","3529401","Mauá","457644","52","0","457696","-46.461","-23.668"
"SP","3529500","Mendonça","5232","0","0","5232","-49.581","-21.167"
"SP","3529609","Meridiano","3902","0","0","3902","-50.173","-20.359"
"SP","3529658","Mesópolis","1928","0","0","1928","-50.638","-19.966"
"SP","3529708","Miguelópolis","21852","0","0","21852","-48.032","-20.179"
"SP","3529807","Mineiros do Tietê","12757","0","0","12757","-48.451","-22.409"
"SP","3529906","Miracatu","20409","0","0","20409","-47.46","-24.281"
"SP","3530003","Mira Estrela","3027","0","0","3027","-50.137","-19.979"
"SP","3530102","Mirandópolis","29181","0","0","29181","-51.102","-21.134"
"SP","3530201","Mirante do Paranapanema","18056","0","0","18056","-51.906","-22.292"
"SP","3530300","Mirassol","58309","5","0","58314","-49.521","-20.819"
"SP","3530409","Mirassolândia","4714","0","0","4714","-49.464","-20.617"
"SP","3530508","Mococa","68895","2","0","68897","-47.005","-21.468"
"SP","3530607","Mogi das Cruzes","429256","65","0","429321","-46.188","-23.523"
"SP","3530706","Mogi Guaçu","148321","6","0","148327","-46.942","-22.372"
"SP","3530805","Mogi Mirim","91929","0","0","91929","-46.958","-22.432"
"SP","3530904","Mombuca","3456","0","0","3456","-47.566","-22.929"
"SP","3531001","Monções","2242","0","0","2242","-50.092","-20.85"
"SP","3531100","Mongaguá","53383","1","0","53384","-46.629","-24.087"
"SP","3531209","Monte Alegre do Sul","7804","0","0","7804","-46.681","-22.682"
"SP","3531308","Monte Alto","49718","3","0","49721","-48.496","-21.261"
"SP","3531407","Monte Aprazível","24128","0","0","24128","-49.714","-20.773"
"SP","3531506","Monte Azul Paulista","19268","0","0","19268","-48.641","-20.907"
"SP","3531605","Monte Castelo","4189","0","0","4189","-51.569","-21.299"
"SP","3531704","Monteiro Lobato","4509","0","0","4509","-45.84","-22.957"
"SP","3531803","Monte Mor","56335","0","0","56335","-47.316","-22.947"
"SP","3531902","Morro Agudo","31923","0","0","31923","-48.058","-20.731"
"SP","3532009","Morungaba","13085","0","0","13085","-46.792","-22.88"
"SP","3532058","Motuca","4642","0","0","4642","-48.151","-21.508"
"SP","3532108","Murutinga do Sul","4434","0","0","4434","-51.278","-20.993"
"SP","3532157","Nantes","3014","0","0","3014","-51.237","-22.621"
"SP","3532207","Narandiba","4702","0","0","4702","-51.524","-22.407"
"SP","3532306","Natividade da Serra","6770","0","0","6770","-45.442","-23.376"
"SP","3532405","Nazaré Paulista","17959","0","0","17959","-46.395","-23.181"
"SP","3532504","Neves Paulista","9003","0","0","9003","-49.63","-20.846"
"SP","3532603","Nhandeara","11350","1","0","11351","-50.038","-20.694"
"SP","3532702","Nipoã","4916","0","0","4916","-49.778","-20.913"
"SP","3532801","Nova Aliança","6645","0","0","6645","-49.496","-21.016"
"SP","3532827","Nova Campina","9406","0","0","9406","-48.904","-24.121"
"SP","3532843","Nova Canaã Paulista","2005","0","0","2005","-50.949","-20.386"
"SP","3532868","Nova Castilho","1228","0","0","1228","-50.343","-20.763"
"SP","3532900","Nova Europa","10599","0","0","10599","-48.561","-21.778"
"SP","3533007","Nova Granada","20896","0","0","20896","-49.314","-20.534"
"SP","3533106","Nova Guataporanga","2296","0","0","2296","-51.644","-21.334"
"SP","3533205","Nova Independência","3667","0","0","3667","-51.49","-21.104"
"SP","3533254","Novais","5421","0","0","5421","-48.919","-20.992"
"SP","3533304","Nova Luzitânia","3899","0","0","3899","-50.262","-20.856"
"SP","3533403","Nova Odessa","57503","1","0","57504","-47.296","-22.778"
"SP","3533502","Novo Horizonte","39888","0","0","39888","-49.221","-21.468"
"SP","3533601","Nuporanga","7299","0","0","7299","-47.749","-20.73"
"SP","3533700","Ocauçu","4305","0","0","4305","-49.923","-22.439"
"SP","3533809","Óleo","2605","0","0","2605","-49.342","-22.941"
"SP","3533908","Olímpia","53699","3","0","53702","-48.915","-20.737"
"SP","3534005","Onda Verde","4248","0","0","4248","-49.299","-20.614"
"SP","3534104","Oriente","6447","0","0","6447","-50.091","-22.153"
"SP","3534203","Orindiúva","6614","0","0","6614","-49.351","-20.182"
"SP","3534302","Orlândia","42994","2","0","42996","-47.887","-20.72"
"SP","3534401","Osasco","696238","144","0","696382","-46.792","-23.533"
"SP","3534500","Oscar Bressane","2615","0","0","2615","-50.281","-22.318"
"SP","3534609","Osvaldo Cruz","32593","0","0","32593","-50.89","-21.797"
"SP","3534708","Ourinhos","111055","1","0","111056","-49.871","-22.979"
"SP","3534757","Ouroeste","9733","0","0","9733","-50.372","-20.001"
"SP","3534807","Ouro Verde","8386","0","0","8386","-51.7","-21.489"
"SP","3534906","Pacaembu","14024","0","0","14024","-51.261","-21.562"
"SP","3535002","Palestina","12388","0","0","12388","-49.433","-20.39"
"SP","3535101","Palmares Paulista","12536","0","0","12536","-48.801","-21.083"
"SP","3535200","Palmeira d'Oeste","9545","0","0","9545","-50.762","-20.416"
"SP","3535309","Palmital","22146","0","0","22146","-50.218","-22.789"
"SP","3535408","Panorama","15539","0","0","15539","-51.86","-21.356"
"SP","3535507","Paraguaçu Paulista","45027","0","0","45027","-50.576","-22.413"
"SP","3535606","Paraibuna","18166","0","0","18166","-45.662","-23.386"
"SP","3535705","Paraíso","6330","0","0","6330","-48.774","-21.016"
"SP","3535804","Paranapanema","19545","0","0","19545","-48.723","-23.389"
"SP","3535903","Paranapuã","4035","0","0","4035","-50.586","-20.103"
"SP","3536000","Parapuã","11085","0","0","11085","-50.793","-21.783"
"SP","3536109","Pardinho","6191","0","0","6191","-48.374","-23.081"
"SP","3536208","Pariquera-Açu","19463","2","0","19465","-47.881","-24.715"
"SP","3536257","Parisi","2142","0","0","2142","-50.015","-20.304"
"SP","3536307","Patrocínio Paulista","14223","0","0","14223","-47.282","-20.639"
"SP","3536406","Paulicéia","7065","0","0","7065","-51.831","-21.318"
"SP","3536505","Paulínia","100123","5","0","100128","-47.154","-22.761"
"SP","3536570","Paulistânia","1840","0","0","1840","-49.403","-22.578"
"SP","3536604","Paulo de Faria","8939","0","0","8939","-49.383","-20.031"
"SP","3536703","Pederneiras","45314","0","0","45314","-48.775","-22.352"
"SP","3536802","Pedra Bela","6061","1","0","6062","-46.443","-22.793"
"SP","3536901","Pedranópolis","2558","0","0","2558","-50.11","-20.248"
"SP","3537008","Pedregulho","16582","0","0","16582","-47.477","-20.257"
"SP","3537107","Pedreira","46094","0","0","46094","-46.901","-22.742"
"SP","3537156","Pedrinhas Paulista","3079","0","0","3079","-50.794","-22.815"
"SP","3537206","Pedro de Toledo","11053","0","0","11053","-47.233","-24.275"
"SP","3537305","Penápolis","62408","1","0","62409","-50.078","-21.42"
"SP","3537404","Pereira Barreto","25779","0","0","25779","-51.109","-20.638"
"SP","3537503","Pereiras","8312","0","0","8312","-47.976","-23.076"
"SP","3537602","Peruíbe","65903","4","0","65907","-46.998","-24.32"
"SP","3537701","Piacatu","5793","0","0","5793","-50.599","-21.592"
"SP","3537800","Piedade","54907","0","0","54907","-47.428","-23.712"
"SP","3537909","Pilar do Sul","28515","1","0","28516","-47.716","-23.813"
"SP","3538006","Pindamonhangaba","162325","2","0","162327","-45.462","-22.924"
"SP","3538105","Pindorama","16500","1","0","16501","-48.907","-21.186"
"SP","3538204","Pinhalzinho","14595","0","0","14595","-46.591","-22.779"
"SP","3538303","Piquerobi","3686","0","0","3686","-51.729","-21.868"
"SP","3538501","Piquete","14048","0","0","14048","-45.176","-22.614"
"SP","3538600","Piracaia","26841","0","0","26841","-46.358","-23.054"
"SP","3538709","Piracicaba","394403","16","0","394419","-47.649","-22.725"
"SP","3538808","Piraju","29728","0","0","29728","-49.384","-23.194"
"SP","3538907","Pirajuí","24761","1","0","24762","-49.457","-21.999"
"SP","3539004","Pirangi","11272","0","0","11272","-48.658","-21.091"
"SP","3539103","Pirapora do Bom Jesus","17913","0","0","17913","-47.002","-23.397"
"SP","3539202","Pirapozinho","26810","0","0","26810","-51.5","-22.275"
"SP","3539301","Pirassununga","75035","0","0","75035","-47.426","-21.996"
"SP","3539400","Piratininga","13216","0","0","13216","-49.135","-22.413"
"SP","3539509","Pitangueiras","38554","0","0","38554","-48.222","-21.009"
"SP","3539608","Planalto","5005","0","0","5005","-49.929","-21.034"
"SP","3539707","Platina","3461","0","0","3461","-50.204","-22.638"
"SP","3539806","Poá","114641","9","0","114650","-46.345","-23.528"
"SP","3539905","Poloni","5884","0","0","5884","-49.824","-20.785"
"SP","3540002","Pompéia","21526","0","0","21526","-50.172","-22.109"
"SP","3540101","Pongaí","3494","0","0","3494","-49.367","-21.736"
"SP","3540200","Pontal","46816","2","0","46818","-48.037","-21.023"
"SP","3540259","Pontalinda","4476","0","0","4476","-50.523","-20.441"
"SP","3540309","Pontes Gestal","2593","0","0","2593","-49.703","-20.167"
"SP","3540408","Populina","4254","0","0","4254","-50.538","-19.954"
"SP","3540507","Porangaba","9434","0","0","9434","-48.125","-23.176"
"SP","3540606","Porto Feliz","52220","1","0","52221","-47.524","-23.215"
"SP","3540705","Porto Ferreira","55098","2","0","55100","-47.479","-21.854"
"SP","3540754","Potim","22911","0","0","22911","-45.251","-22.843"
"SP","3540804","Potirendaba","16857","0","0","16857","-49.377","-21.043"
"SP","3540853","Pracinha","3659","0","0","3659","-51.087","-21.851"
"SP","3540903","Pradópolis","20169","0","0","20169","-48.066","-21.359"
"SP","3541000","Praia Grande","304687","18","0","304705","-46.403","-24.006"
"SP","3541059","Pratânia","5074","0","0","5074","-48.666","-22.808"
"SP","3541109","Presidente Alves","4167","0","0","4167","-49.438","-22.1"
"SP","3541208","Presidente Bernardes","13494","0","0","13494","-51.553","-22.006"
"SP","3541307","Presidente Epitácio","43718","0","0","43718","-52.116","-21.763"
"SP","3541406","Presidente Prudente","223745","4","0","223749","-51.389","-22.126"
"SP","3541505","Presidente Venceslau","39472","4","0","39476","-51.844","-21.876"
"SP","3541604","Promissão","39138","1","0","39139","-49.858","-21.537"
"SP","3541653","Quadra","3634","0","0","3634","-48.055","-23.299"
"SP","3541703","Quatá","13798","0","0","13798","-50.698","-22.248"
"SP","3541802","Queiroz","3217","0","0","3217","-50.24","-21.799"
"SP","3541901","Queluz","12777","0","0","12777","-44.774","-22.537"
"SP","3542008","Quintana","6484","0","0","6484","-50.308","-22.073"
"SP","3542107","Rafard","9030","0","0","9030","-47.527","-23.012"
"SP","3542206","Rancharia","29799","0","0","29799","-50.893","-22.229"
"SP","3542305","Redenção da Serra","3919","0","0","3919","-45.537","-23.267"
"SP","3542404","Regente Feijó","19860","0","0","19860","-51.303","-22.221"
"SP","3542503","Reginópolis","8844","0","0","8844","-49.225","-21.888"
"SP","3542602","Registro","56356","0","0","56356","-47.844","-24.488"
"SP","3542701","Restinga","7304","0","0","7304","-47.483","-20.603"
"SP","3542800","Ribeira","3399","0","0","3399","-49.009","-24.657"
"SP","3542909","Ribeirão Bonito","12986","0","0","12986","-48.176","-22.067"
"SP","3543006","Ribeirão Branco","17430","0","0","17430","-48.766","-24.221"
"SP","3543105","Ribeirão Corrente","4612","0","0","4612","-47.59","-20.457"
"SP","3543204","Ribeirão do Sul","4572","0","0","4572","-49.934","-22.784"
"SP","3543238","Ribeirão dos Índios","2244","0","0","2244","-51.604","-21.837"
"SP","3543253","Ribeirão Grande","7690","0","0","7690","-48.365","-24.099"
"SP","3543303","Ribeirão Pires","121113","17","0","121130","-46.413","-23.711"
"SP","3543402","Ribeirão Preto","674352","53","0","674405","-47.81","-21.178"
"SP","3543501","Riversul","5866","0","0","5866","-49.429","-23.828"
"SP","3543600","Rifaina","3608","0","0","3608","-47.421","-20.081"
"SP","3543709","Rincão","10808","1","0","10809","-48.071","-21.587"
"SP","3543808","Rinópolis","10116","0","0","10116","-50.722","-21.726"
"SP","3543907","Rio Claro","201467","6","0","201473","-47.561","-22.411"
"SP","3544004","Rio das Pedras","33464","0","0","33464","-47.606","-22.843"
"SP","3544103","Rio Grande da Serra","48856","5","0","48861","-46.398","-23.744"
"SP","3544202","Riolândia","11928","0","0","11928","-49.681","-19.99"
"SP","3544251","Rosana","18124","0","0","18124","-53.059","-22.58"
"SP","3544301","Roseira","10429","0","0","10429","-45.305","-22.898"
"SP","3544400","Rubiácea","3015","0","0","3015","-50.727","-21.301"
"SP","3544509","Rubinéia","3081","0","0","3081","-51.002","-20.179"
"SP","3544608","Sabino","5526","0","0","5526","-49.578","-21.46"
"SP","3544707","Sagres","2454","0","0","2454","-50.956","-21.884"
"SP","3544806","Sales","6074","0","0","6074","-49.485","-21.341"
"SP","3544905","Sales Oliveira","11541","0","0","11541","-47.838","-20.772"
"SP","3545001","Salesópolis","16797","0","0","16797","-45.846","-23.532"
"SP","3545100","Salmourão","5187","0","0","5187","-50.861","-21.624"
"SP","3545159","Saltinho","7919","0","0","7919","-47.677","-22.847"
"SP","3545209","Salto","115190","3","0","115193","-47.287","-23.201"
"SP","3545308","Salto de Pirapora","43988","2","0","43990","-47.573","-23.649"
"SP","3545407","Salto Grande","9255","0","0","9255","-49.986","-22.893"
"SP","3545506","Sandovalina","4126","0","0","4126","-51.763","-22.456"
"SP","3545605","Santa Adélia","15255","0","0","15255","-48.804","-21.243"
"SP","3545704","Santa Albertina","5985","0","0","5985","-50.728","-20.032"
"SP","3545803","Santa Bárbara d'Oeste","191023","1","0","191024","-47.414","-22.754"
"SP","3546009","Santa Branca","14599","2","0","14601","-45.884","-23.397"
"SP","3546108","Santa Clara d'Oeste","2136","0","0","2136","-50.954","-20.089"
"SP","3546207","Santa Cruz da Conceição","4371","0","0","4371","-47.452","-22.14"
"SP","3546256","Santa Cruz da Esperança","2097","0","0","2097","-47.43","-21.291"
"SP","3546306","Santa Cruz das Palmeiras","33106","0","0","33106","-47.249","-21.827"
"SP","3546405","Santa Cruz do Rio Pardo","46888","5","0","46893","-49.633","-22.899"
"SP","3546504","Santa Ernestina","5672","0","0","5672","-48.391","-21.463"
"SP","3546603","Santa Fé do Sul","31578","0","0","31578","-50.926","-20.211"
"SP","3546702","Santa Gertrudes","25192","0","0","25192","-47.53","-22.457"
